cat,soc,job,elm,val,mhr,myr
Building and Grounds Cleaning and Maintenance,37-2021,Pest Control Workers,Social,2,17.12,35610
Building and Grounds Cleaning and Maintenance,37-2021,Pest Control Workers,Enterprising,3,17.12,35610
Building and Grounds Cleaning and Maintenance,37-2021,Pest Control Workers,Conventional,4,17.12,35610
Building and Grounds Cleaning and Maintenance,37-3011,Landscaping and Groundskeeping Workers,Realistic,7,13.94,29000
Building and Grounds Cleaning and Maintenance,37-3011,Landscaping and Groundskeeping Workers,Investigative,3,13.94,29000
Building and Grounds Cleaning and Maintenance,37-3011,Landscaping and Groundskeeping Workers,Artistic,3,13.94,29000
Building and Grounds Cleaning and Maintenance,37-3011,Landscaping and Groundskeeping Workers,Social,1.33,13.94,29000
Building and Grounds Cleaning and Maintenance,37-3011,Landscaping and Groundskeeping Workers,Enterprising,2.67,13.94,29000
Building and Grounds Cleaning and Maintenance,37-3011,Landscaping and Groundskeeping Workers,Conventional,4.33,13.94,29000
Building and Grounds Cleaning and Maintenance,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Realistic,6.67,16.98,35320
Building and Grounds Cleaning and Maintenance,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Investigative,2.67,16.98,35320
Building and Grounds Cleaning and Maintenance,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Artistic,1,16.98,35320
Building and Grounds Cleaning and Maintenance,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Social,1,16.98,35320
Building and Grounds Cleaning and Maintenance,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Enterprising,2.33,16.98,35320
Building and Grounds Cleaning and Maintenance,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Conventional,3.67,16.98,35320
Building and Grounds Cleaning and Maintenance,37-3013,Tree Trimmers and Pruners,Realistic,7,18.36,38190
Building and Grounds Cleaning and Maintenance,37-3013,Tree Trimmers and Pruners,Investigative,1.33,18.36,38190
Building and Grounds Cleaning and Maintenance,37-3013,Tree Trimmers and Pruners,Artistic,1.33,18.36,38190
Building and Grounds Cleaning and Maintenance,37-3013,Tree Trimmers and Pruners,Social,1.33,18.36,38190
Building and Grounds Cleaning and Maintenance,37-3013,Tree Trimmers and Pruners,Enterprising,2.33,18.36,38190
Building and Grounds Cleaning and Maintenance,37-3013,Tree Trimmers and Pruners,Conventional,2.33,18.36,38190
Personal Care and Service,39-1021,First-Line Supervisors of Personal Service Workers,Realistic,2.33,18.46,38400
Personal Care and Service,39-1021,First-Line Supervisors of Personal Service Workers,Investigative,1,18.46,38400
Personal Care and Service,39-1021,First-Line Supervisors of Personal Service Workers,Artistic,2.33,18.46,38400
Personal Care and Service,39-1021,First-Line Supervisors of Personal Service Workers,Social,4.67,18.46,38400
Personal Care and Service,39-1021,First-Line Supervisors of Personal Service Workers,Enterprising,7,18.46,38400
Personal Care and Service,39-1021,First-Line Supervisors of Personal Service Workers,Conventional,5,18.46,38400
Personal Care and Service,39-2011,Animal Trainers,Realistic,7,14.08,29290
Personal Care and Service,39-2011,Animal Trainers,Investigative,3.67,14.08,29290
Personal Care and Service,39-2011,Animal Trainers,Artistic,2,14.08,29290
Personal Care and Service,39-2011,Animal Trainers,Social,3.67,14.08,29290
Personal Care and Service,39-2011,Animal Trainers,Enterprising,2.67,14.08,29290
Personal Care and Service,39-2011,Animal Trainers,Conventional,3.67,14.08,29290
Personal Care and Service,39-2021,Nonfarm Animal Caretakers,Realistic,6.67,11.42,23760
Personal Care and Service,39-2021,Nonfarm Animal Caretakers,Investigative,2.33,11.42,23760
Personal Care and Service,39-2021,Nonfarm Animal Caretakers,Artistic,1,11.42,23760
Personal Care and Service,39-2021,Nonfarm Animal Caretakers,Social,3.33,11.42,23760
Personal Care and Service,39-2021,Nonfarm Animal Caretakers,Enterprising,3,11.42,23760
Personal Care and Service,39-2021,Nonfarm Animal Caretakers,Conventional,5.33,11.42,23760
Personal Care and Service,39-3011,Gaming Dealers,Realistic,5,9.68,20120
Personal Care and Service,39-3011,Gaming Dealers,Investigative,2,9.68,20120
Personal Care and Service,39-3011,Gaming Dealers,Artistic,1,9.68,20120
Personal Care and Service,39-3011,Gaming Dealers,Social,2.33,9.68,20120
Personal Care and Service,39-3011,Gaming Dealers,Enterprising,5.33,9.68,20120
Personal Care and Service,39-3011,Gaming Dealers,Conventional,7,9.68,20120
Personal Care and Service,39-3012,Gaming and Sports Book Writers and Runners,Realistic,4.33,11.74,24430
Personal Care and Service,39-3012,Gaming and Sports Book Writers and Runners,Investigative,1,11.74,24430
Personal Care and Service,39-3012,Gaming and Sports Book Writers and Runners,Artistic,1.33,11.74,24430
Personal Care and Service,39-3012,Gaming and Sports Book Writers and Runners,Social,3,11.74,24430
Personal Care and Service,39-3012,Gaming and Sports Book Writers and Runners,Enterprising,5.33,11.74,24430
Personal Care and Service,39-3012,Gaming and Sports Book Writers and Runners,Conventional,6.67,11.74,24430
Personal Care and Service,39-3021,Motion Picture Projectionists,Realistic,6.67,10.94,22760
Personal Care and Service,39-3021,Motion Picture Projectionists,Investigative,3,10.94,22760
Personal Care and Service,39-3021,Motion Picture Projectionists,Artistic,1.33,10.94,22760
Personal Care and Service,39-3021,Motion Picture Projectionists,Social,1,10.94,22760
Personal Care and Service,39-3021,Motion Picture Projectionists,Enterprising,1.67,10.94,22760
Personal Care and Service,39-3021,Motion Picture Projectionists,Conventional,5,10.94,22760
Personal Care and Service,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Realistic,4.33,10.7,22260
Personal Care and Service,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Investigative,1,10.7,22260
Personal Care and Service,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Artistic,1.33,10.7,22260
Personal Care and Service,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Social,5,10.7,22260
Personal Care and Service,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Enterprising,4.67,10.7,22260
Personal Care and Service,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Conventional,5,10.7,22260
Personal Care and Service,39-3091,Amusement and Recreation Attendants,Realistic,4.33,10.7,22260
Personal Care and Service,39-3091,Amusement and Recreation Attendants,Investigative,1,10.7,22260
Personal Care and Service,39-3091,Amusement and Recreation Attendants,Artistic,1.33,10.7,22260
Personal Care and Service,39-3091,Amusement and Recreation Attendants,Social,3.33,10.7,22260
Personal Care and Service,39-3091,Amusement and Recreation Attendants,Enterprising,6,10.7,22260
Personal Care and Service,39-3091,Amusement and Recreation Attendants,Conventional,5.33,10.7,22260
Personal Care and Service,39-3092,Costume Attendants,Realistic,4.67,19.8,41190
Personal Care and Service,39-3092,Costume Attendants,Investigative,1,19.8,41190
Personal Care and Service,39-3092,Costume Attendants,Artistic,3.67,19.8,41190
Personal Care and Service,39-3092,Costume Attendants,Social,3.33,19.8,41190
Personal Care and Service,39-3092,Costume Attendants,Enterprising,2.33,19.8,41190
Personal Care and Service,39-3092,Costume Attendants,Conventional,6.67,19.8,41190
Personal Care and Service,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Realistic,2.33,11.55,24030
Personal Care and Service,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Investigative,1,11.55,24030
Personal Care and Service,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Artistic,1.33,11.55,24030
Personal Care and Service,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Social,6.33,11.55,24030
Personal Care and Service,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Enterprising,4.33,11.55,24030
Personal Care and Service,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Conventional,3.33,11.55,24030
Personal Care and Service,39-4011,Embalmers,Realistic,6.67,21.27,44250
Personal Care and Service,39-4011,Embalmers,Investigative,4,21.27,44250
Personal Care and Service,39-4011,Embalmers,Artistic,1.33,21.27,44250
Personal Care and Service,39-4011,Embalmers,Social,3,21.27,44250
Personal Care and Service,39-4011,Embalmers,Enterprising,3.33,21.27,44250
Personal Care and Service,39-4011,Embalmers,Conventional,4.67,21.27,44250
Personal Care and Service,39-4021,Funeral Attendants,Realistic,4.33,12.69,26400
Personal Care and Service,39-4021,Funeral Attendants,Investigative,1,12.69,26400
Personal Care and Service,39-4021,Funeral Attendants,Artistic,2,12.69,26400
Personal Care and Service,39-4021,Funeral Attendants,Social,6.33,12.69,26400
Personal Care and Service,39-4021,Funeral Attendants,Enterprising,4.33,12.69,26400
Personal Care and Service,39-4021,Funeral Attendants,Conventional,2.67,12.69,26400
Personal Care and Service,39-4031,"Morticians, Undertakers, and Funeral Directors",Realistic,3,25.31,52650
Personal Care and Service,39-4031,"Morticians, Undertakers, and Funeral Directors",Investigative,1,25.31,52650
Personal Care and Service,39-4031,"Morticians, Undertakers, and Funeral Directors",Artistic,1.67,25.31,52650
Personal Care and Service,39-4031,"Morticians, Undertakers, and Funeral Directors",Social,5.33,25.31,52650
Personal Care and Service,39-4031,"Morticians, Undertakers, and Funeral Directors",Enterprising,7,25.31,52650
Personal Care and Service,39-4031,"Morticians, Undertakers, and Funeral Directors",Conventional,4.33,25.31,52650
Personal Care and Service,39-5011,Barbers,Realistic,6,13.44,27960
Personal Care and Service,39-5011,Barbers,Investigative,1.67,13.44,27960
Personal Care and Service,39-5011,Barbers,Artistic,2.33,13.44,27960
Personal Care and Service,39-5011,Barbers,Social,3.33,13.44,27960
Personal Care and Service,39-5011,Barbers,Enterprising,4.33,13.44,27960
Personal Care and Service,39-5011,Barbers,Conventional,4.33,13.44,27960
Personal Care and Service,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Realistic,4.33,11.89,24730
Personal Care and Service,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Investigative,1.33,11.89,24730
Personal Care and Service,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Artistic,6.33,11.89,24730
Personal Care and Service,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Social,4.67,11.89,24730
Personal Care and Service,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Enterprising,5.33,11.89,24730
Personal Care and Service,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Conventional,3.33,11.89,24730
Personal Care and Service,39-5091,"Makeup Artists, Theatrical and Performance",Realistic,5,30.89,64250
Personal Care and Service,39-5091,"Makeup Artists, Theatrical and Performance",Investigative,2,30.89,64250
Personal Care and Service,39-5091,"Makeup Artists, Theatrical and Performance",Artistic,7,30.89,64250
Personal Care and Service,39-5091,"Makeup Artists, Theatrical and Performance",Social,3,30.89,64250
Personal Care and Service,39-5091,"Makeup Artists, Theatrical and Performance",Enterprising,2.67,30.89,64250
Personal Care and Service,39-5091,"Makeup Artists, Theatrical and Performance",Conventional,1,30.89,64250
Personal Care and Service,39-5092,Manicurists and Pedicurists,Realistic,5.67,11.7,24330
Personal Care and Service,39-5092,Manicurists and Pedicurists,Investigative,1,11.7,24330
Personal Care and Service,39-5092,Manicurists and Pedicurists,Artistic,2.33,11.7,24330
Personal Care and Service,39-5092,Manicurists and Pedicurists,Social,4.33,11.7,24330
Personal Care and Service,39-5092,Manicurists and Pedicurists,Enterprising,5,11.7,24330
Personal Care and Service,39-5092,Manicurists and Pedicurists,Conventional,4.33,11.7,24330
Personal Care and Service,39-5093,Shampooers,Realistic,5.67,10.4,21640
Personal Care and Service,39-5093,Shampooers,Investigative,1,10.4,21640
Personal Care and Service,39-5093,Shampooers,Artistic,1,10.4,21640
Personal Care and Service,39-5093,Shampooers,Social,3.67,10.4,21640
Personal Care and Service,39-5093,Shampooers,Enterprising,4,10.4,21640
Personal Care and Service,39-5093,Shampooers,Conventional,4,10.4,21640
Personal Care and Service,39-5094,Skincare Specialists,Realistic,4.67,15.05,31290
Personal Care and Service,39-5094,Skincare Specialists,Investigative,1,15.05,31290
Personal Care and Service,39-5094,Skincare Specialists,Artistic,3.33,15.05,31290
Personal Care and Service,39-5094,Skincare Specialists,Social,4.67,15.05,31290
Personal Care and Service,39-5094,Skincare Specialists,Enterprising,6.67,15.05,31290
Personal Care and Service,39-5094,Skincare Specialists,Conventional,2,15.05,31290
Personal Care and Service,39-6011,Baggage Porters and Bellhops,Realistic,7,11.64,24210
Personal Care and Service,39-6011,Baggage Porters and Bellhops,Investigative,1,11.64,24210
Personal Care and Service,39-6011,Baggage Porters and Bellhops,Artistic,1,11.64,24210
Personal Care and Service,39-6011,Baggage Porters and Bellhops,Social,3.33,11.64,24210
Personal Care and Service,39-6011,Baggage Porters and Bellhops,Enterprising,3,11.64,24210
Personal Care and Service,39-6011,Baggage Porters and Bellhops,Conventional,4.33,11.64,24210
Personal Care and Service,39-6012,Concierges,Realistic,2.67,14.61,30400
Personal Care and Service,39-6012,Concierges,Investigative,1,14.61,30400
Personal Care and Service,39-6012,Concierges,Artistic,2.67,14.61,30400
Personal Care and Service,39-6012,Concierges,Social,5.67,14.61,30400
Personal Care and Service,39-6012,Concierges,Enterprising,5.33,14.61,30400
Personal Care and Service,39-6012,Concierges,Conventional,3.33,14.61,30400
Personal Care and Service,39-9011,Childcare Workers,Realistic,2.67,11.17,23240
Personal Care and Service,39-9011,Childcare Workers,Investigative,1.67,11.17,23240
Personal Care and Service,39-9011,Childcare Workers,Artistic,5,11.17,23240
Personal Care and Service,39-9011,Childcare Workers,Social,7,11.17,23240
Personal Care and Service,39-9011,Childcare Workers,Enterprising,3,11.17,23240
Personal Care and Service,39-9011,Childcare Workers,Conventional,3.33,11.17,23240
Personal Care and Service,39-9021,Personal Care Aides,Realistic,5.33,11.55,24020
Personal Care and Service,39-9021,Personal Care Aides,Investigative,1.67,11.55,24020
Personal Care and Service,39-9021,Personal Care Aides,Artistic,1.33,11.55,24020
Personal Care and Service,39-9021,Personal Care Aides,Social,7,11.55,24020
Personal Care and Service,39-9021,Personal Care Aides,Enterprising,2.33,11.55,24020
Personal Care and Service,39-9021,Personal Care Aides,Conventional,4.33,11.55,24020
Personal Care and Service,39-9031,Fitness Trainers and Aerobics Instructors,Realistic,5.33,19.15,39820
Personal Care and Service,39-9031,Fitness Trainers and Aerobics Instructors,Investigative,1.67,19.15,39820
Personal Care and Service,39-9031,Fitness Trainers and Aerobics Instructors,Artistic,3,19.15,39820
Personal Care and Service,39-9031,Fitness Trainers and Aerobics Instructors,Social,7,19.15,39820
Personal Care and Service,39-9031,Fitness Trainers and Aerobics Instructors,Enterprising,4.33,19.15,39820
Personal Care and Service,39-9031,Fitness Trainers and Aerobics Instructors,Conventional,1.33,19.15,39820
Personal Care and Service,39-9032,Recreation Workers,Realistic,3.67,12.05,25060
Personal Care and Service,39-9032,Recreation Workers,Investigative,1,12.05,25060
Personal Care and Service,39-9032,Recreation Workers,Artistic,4.33,12.05,25060
Personal Care and Service,39-9032,Recreation Workers,Social,6.33,12.05,25060
Personal Care and Service,39-9032,Recreation Workers,Enterprising,5.67,12.05,25060
Personal Care and Service,39-9032,Recreation Workers,Conventional,2.33,12.05,25060
Personal Care and Service,39-9041,Residential Advisors,Realistic,2.33,13.39,27860
Personal Care and Service,39-9041,Residential Advisors,Investigative,1.33,13.39,27860
Personal Care and Service,39-9041,Residential Advisors,Artistic,2.67,13.39,27860
Personal Care and Service,39-9041,Residential Advisors,Social,6.67,13.39,27860
Personal Care and Service,39-9041,Residential Advisors,Enterprising,5.33,13.39,27860
Personal Care and Service,39-9041,Residential Advisors,Conventional,4.67,13.39,27860
Sales and Related,41-1011,First-Line Supervisors of Retail Sales Workers,Realistic,3,19.05,39630
Sales and Related,41-1011,First-Line Supervisors of Retail Sales Workers,Investigative,1,19.05,39630
Sales and Related,41-1011,First-Line Supervisors of Retail Sales Workers,Artistic,1.67,19.05,39630
Sales and Related,41-1011,First-Line Supervisors of Retail Sales Workers,Social,4.33,19.05,39630
Sales and Related,41-1011,First-Line Supervisors of Retail Sales Workers,Enterprising,7,19.05,39630
Sales and Related,41-1011,First-Line Supervisors of Retail Sales Workers,Conventional,5.33,19.05,39630
Sales and Related,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Realistic,2.33,35.29,73390
Sales and Related,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Investigative,2,35.29,73390
Sales and Related,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Artistic,1.67,35.29,73390
Sales and Related,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Social,4.33,35.29,73390
Sales and Related,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Enterprising,7,35.29,73390
Sales and Related,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Conventional,5.33,35.29,73390
Sales and Related,41-2011,Cashiers,Realistic,2.67,10.78,22430
Sales and Related,41-2011,Cashiers,Investigative,1,10.78,22430
Sales and Related,41-2011,Cashiers,Artistic,1.33,10.78,22430
Sales and Related,41-2011,Cashiers,Social,2.67,10.78,22430
Sales and Related,41-2011,Cashiers,Enterprising,4.33,10.78,22430
Sales and Related,41-2011,Cashiers,Conventional,6.67,10.78,22430
Sales and Related,41-2012,Gaming Change Persons and Booth Cashiers,Realistic,3.33,11.96,24880
Sales and Related,41-2012,Gaming Change Persons and Booth Cashiers,Investigative,1,11.96,24880
Sales and Related,41-2012,Gaming Change Persons and Booth Cashiers,Artistic,1,11.96,24880
Sales and Related,41-2012,Gaming Change Persons and Booth Cashiers,Social,2,11.96,24880
Sales and Related,41-2012,Gaming Change Persons and Booth Cashiers,Enterprising,4.67,11.96,24880
Sales and Related,41-2012,Gaming Change Persons and Booth Cashiers,Conventional,6.67,11.96,24880
Sales and Related,41-2021,Counter and Rental Clerks,Realistic,2.33,13.12,27290
Sales and Related,41-2021,Counter and Rental Clerks,Investigative,1,13.12,27290
Sales and Related,41-2021,Counter and Rental Clerks,Artistic,1.33,13.12,27290
Sales and Related,41-2021,Counter and Rental Clerks,Social,2.67,13.12,27290
Sales and Related,41-2021,Counter and Rental Clerks,Enterprising,5,13.12,27290
Sales and Related,41-2021,Counter and Rental Clerks,Conventional,5.67,13.12,27290
Sales and Related,41-2022,Parts Salespersons,Realistic,4,14.63,30430
Sales and Related,41-2022,Parts Salespersons,Investigative,1.33,14.63,30430
Sales and Related,41-2022,Parts Salespersons,Artistic,1,14.63,30430
Sales and Related,41-2022,Parts Salespersons,Social,3,14.63,30430
Sales and Related,41-2022,Parts Salespersons,Enterprising,6.67,14.63,30430
Sales and Related,41-2022,Parts Salespersons,Conventional,6,14.63,30430
Sales and Related,41-2031,Retail Salespersons,Realistic,2.67,11.63,24200
Sales and Related,41-2031,Retail Salespersons,Investigative,1,11.63,24200
Sales and Related,41-2031,Retail Salespersons,Artistic,1.67,11.63,24200
Sales and Related,41-2031,Retail Salespersons,Social,3.33,11.63,24200
Sales and Related,41-2031,Retail Salespersons,Enterprising,7,11.63,24200
Sales and Related,41-2031,Retail Salespersons,Conventional,4,11.63,24200
Sales and Related,41-3011,Advertising Sales Agents,Realistic,1,24.87,51740
Sales and Related,41-3011,Advertising Sales Agents,Investigative,2,24.87,51740
Sales and Related,41-3011,Advertising Sales Agents,Artistic,4.33,24.87,51740
Sales and Related,41-3011,Advertising Sales Agents,Social,2.33,24.87,51740
Sales and Related,41-3011,Advertising Sales Agents,Enterprising,7,24.87,51740
Sales and Related,41-3011,Advertising Sales Agents,Conventional,4.67,24.87,51740
Sales and Related,41-3021,Insurance Sales Agents,Realistic,2.33,24.33,50600
Sales and Related,41-3021,Insurance Sales Agents,Investigative,1.67,24.33,50600
Sales and Related,41-3021,Insurance Sales Agents,Artistic,1.33,24.33,50600
Sales and Related,41-3021,Insurance Sales Agents,Social,3.67,24.33,50600
Sales and Related,41-3021,Insurance Sales Agents,Enterprising,7,24.33,50600
Sales and Related,41-3021,Insurance Sales Agents,Conventional,5.33,24.33,50600
Sales and Related,41-3041,Travel Agents,Realistic,2.33,18.61,38700
Sales and Related,41-3041,Travel Agents,Investigative,1.33,18.61,38700
Sales and Related,41-3041,Travel Agents,Artistic,2.67,18.61,38700
Sales and Related,41-3041,Travel Agents,Social,3.67,18.61,38700
Sales and Related,41-3041,Travel Agents,Enterprising,7,18.61,38700
Sales and Related,41-3041,Travel Agents,Conventional,5.67,18.61,38700
Sales and Related,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Realistic,3.33,38.31,79680
Sales and Related,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Investigative,3.33,38.31,79680
Sales and Related,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Artistic,1.67,38.31,79680
Sales and Related,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Social,2.67,38.31,79680
Sales and Related,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Enterprising,7,38.31,79680
Sales and Related,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Conventional,5.33,38.31,79680
Sales and Related,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Realistic,3.67,28.13,58510
Sales and Related,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Investigative,2,28.13,58510
Sales and Related,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Artistic,1,28.13,58510
Sales and Related,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Social,3,28.13,58510
Sales and Related,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Enterprising,6,28.13,58510
Sales and Related,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Conventional,6.33,28.13,58510
Sales and Related,41-9011,Demonstrators and Product Promoters,Realistic,3.67,13.92,28960
Sales and Related,41-9011,Demonstrators and Product Promoters,Investigative,1,13.92,28960
Sales and Related,41-9011,Demonstrators and Product Promoters,Artistic,2,13.92,28960
Sales and Related,41-9011,Demonstrators and Product Promoters,Social,2.67,13.92,28960
Sales and Related,41-9011,Demonstrators and Product Promoters,Enterprising,7,13.92,28960
Sales and Related,41-9011,Demonstrators and Product Promoters,Conventional,5,13.92,28960
Sales and Related,41-9012,Models,Realistic,4.67,11.43,23770
Sales and Related,41-9012,Models,Investigative,1,11.43,23770
Sales and Related,41-9012,Models,Artistic,6.33,11.43,23770
Sales and Related,41-9012,Models,Social,1.33,11.43,23770
Sales and Related,41-9012,Models,Enterprising,5.33,11.43,23770
Sales and Related,41-9012,Models,Conventional,2.67,11.43,23770
Sales and Related,41-9021,Real Estate Brokers,Realistic,3.33,27.99,58210
Sales and Related,41-9021,Real Estate Brokers,Investigative,1,27.99,58210
Sales and Related,41-9021,Real Estate Brokers,Artistic,1.33,27.99,58210
Sales and Related,41-9021,Real Estate Brokers,Social,3.33,27.99,58210
Sales and Related,41-9021,Real Estate Brokers,Enterprising,7,27.99,58210
Sales and Related,41-9021,Real Estate Brokers,Conventional,5.67,27.99,58210
Sales and Related,41-9022,Real Estate Sales Agents,Realistic,3.33,23.41,48690
Sales and Related,41-9022,Real Estate Sales Agents,Investigative,1.33,23.41,48690
Sales and Related,41-9022,Real Estate Sales Agents,Artistic,1.67,23.41,48690
Sales and Related,41-9022,Real Estate Sales Agents,Social,3.67,23.41,48690
Sales and Related,41-9022,Real Estate Sales Agents,Enterprising,7,23.41,48690
Sales and Related,41-9022,Real Estate Sales Agents,Conventional,5.33,23.41,48690
Sales and Related,41-9031,Sales Engineers,Realistic,5,48.76,101420
Sales and Related,41-9031,Sales Engineers,Investigative,4,48.76,101420
Sales and Related,41-9031,Sales Engineers,Artistic,2,48.76,101420
Sales and Related,41-9031,Sales Engineers,Social,2.33,48.76,101420
Sales and Related,41-9031,Sales Engineers,Enterprising,7,48.76,101420
Sales and Related,41-9031,Sales Engineers,Conventional,3,48.76,101420
Sales and Related,41-9041,Telemarketers,Realistic,3.33,12.14,25250
Sales and Related,41-9041,Telemarketers,Investigative,1,12.14,25250
Sales and Related,41-9041,Telemarketers,Artistic,1.33,12.14,25250
Sales and Related,41-9041,Telemarketers,Social,2.33,12.14,25250
Sales and Related,41-9041,Telemarketers,Enterprising,7,12.14,25250
Sales and Related,41-9041,Telemarketers,Conventional,5.67,12.14,25250
Office and Administrative Support,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Realistic,1.67,26.83,55810
Office and Administrative Support,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Investigative,1.33,26.83,55810
Office and Administrative Support,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Artistic,1.67,26.83,55810
Office and Administrative Support,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Social,4.33,26.83,55810
Office and Administrative Support,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Enterprising,6.67,26.83,55810
Office and Administrative Support,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Conventional,5.67,26.83,55810
Office and Administrative Support,43-2011,"Switchboard Operators, Including Answering Service",Realistic,3,14.14,29420
Office and Administrative Support,43-2011,"Switchboard Operators, Including Answering Service",Investigative,1,14.14,29420
Office and Administrative Support,43-2011,"Switchboard Operators, Including Answering Service",Artistic,1,14.14,29420
Office and Administrative Support,43-2011,"Switchboard Operators, Including Answering Service",Social,3.67,14.14,29420
Office and Administrative Support,43-2011,"Switchboard Operators, Including Answering Service",Enterprising,4.67,14.14,29420
Office and Administrative Support,43-2011,"Switchboard Operators, Including Answering Service",Conventional,6.67,14.14,29420
Office and Administrative Support,43-2021,Telephone Operators,Realistic,4,17.91,37240
Office and Administrative Support,43-2021,Telephone Operators,Investigative,1,17.91,37240
Office and Administrative Support,43-2021,Telephone Operators,Artistic,1.33,17.91,37240
Office and Administrative Support,43-2021,Telephone Operators,Social,4.33,17.91,37240
Office and Administrative Support,43-2021,Telephone Operators,Enterprising,4,17.91,37240
Office and Administrative Support,43-2021,Telephone Operators,Conventional,6.67,17.91,37240
Office and Administrative Support,43-3011,Bill and Account Collectors,Realistic,2,17.32,36020
Office and Administrative Support,43-3011,Bill and Account Collectors,Investigative,1.33,17.32,36020
Office and Administrative Support,43-3011,Bill and Account Collectors,Artistic,1,17.32,36020
Office and Administrative Support,43-3011,Bill and Account Collectors,Social,2.33,17.32,36020
Office and Administrative Support,43-3011,Bill and Account Collectors,Enterprising,5.67,17.32,36020
Office and Administrative Support,43-3011,Bill and Account Collectors,Conventional,6.67,17.32,36020
Office and Administrative Support,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Realistic,2.33,19.35,40240
Office and Administrative Support,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Investigative,2.33,19.35,40240
Office and Administrative Support,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Artistic,1,19.35,40240
Office and Administrative Support,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Social,1.67,19.35,40240
Office and Administrative Support,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Enterprising,3.67,19.35,40240
Office and Administrative Support,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Conventional,7,19.35,40240
Office and Administrative Support,43-3041,Gaming Cage Workers,Realistic,4,13.22,27490
Office and Administrative Support,43-3041,Gaming Cage Workers,Investigative,1.33,13.22,27490
Office and Administrative Support,43-3041,Gaming Cage Workers,Artistic,1,13.22,27490
Office and Administrative Support,43-3041,Gaming Cage Workers,Social,2.67,13.22,27490
Office and Administrative Support,43-3041,Gaming Cage Workers,Enterprising,4.67,13.22,27490
Office and Administrative Support,43-3041,Gaming Cage Workers,Conventional,7,13.22,27490
Office and Administrative Support,43-3051,Payroll and Timekeeping Clerks,Realistic,1.67,21.66,45050
Office and Administrative Support,43-3051,Payroll and Timekeeping Clerks,Investigative,1,21.66,45050
Office and Administrative Support,43-3051,Payroll and Timekeeping Clerks,Artistic,1,21.66,45050
